 
31;[31, 25, 16, 7, 0];2-27-30 7-23-19 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-18 11-18-15 ;1117307528;0.5202868620493853;  
31;[31, 25, 16, 7, 0];2-27-26 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-25 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-24 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-23 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-28 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-18 11-18-15 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-24 11-18-15 ;471001879;0.2193273414016363;  
31;[31, 25, 16, 7, 0];2-27-28 7-23 11-18-19 ;676342511;0.3149465244798672;  
31;[31, 25, 16, 7, 0];2-27-29 7-23 11-18-19 ;984279875;0.45834103387703234;  
31;[31, 25, 16, 7, 0];2-27-30 7-23 11-18-19 ;975479702;0.45424313398741334;  
31;[31, 25, 16, 7, 0];2-27 7-23-22 11-18-19 ;331912705;0.154558897556066;  
31;[31, 25, 16, 7, 0];2-27-26 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-25 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-24 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-23 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-28 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-22 11-18-19 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-21 11-18-19 ;799965098;0.3725127775094066;  
31;[31, 25, 16, 7, 0];2-27-28 7-23-22 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-22 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-22 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-21 11-18-21 ;1399129398;0.6515203968861701;  
31;[31, 25, 16, 7, 0];2-27-26 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-25 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-24 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-23 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-28 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-21 11-18-21 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-20 11-18-21 ;830619584;0.3867873849285708;  
31;[31, 25, 16, 7, 0];2-27-28 7-23-20 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-20 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-20 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-19 11-18-22 ;364453009;0.16971165741314723;  
31;[31, 25, 16, 7, 0];2-27-26 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-25 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-24 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-23 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-28 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-19 11-18-22 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27 7-23-18 11-18-22 ;1720036637;0.8009544749748682;  
31;[31, 25, 16, 7, 0];2-27-26 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-25 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-24 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-23 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-28 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-29 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
31;[31, 25, 16, 7, 0];2-27-30 7-23-19 11-18-23 ;31;1.443549991326197e-08;SIZE 
 
